City_ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
367,Winnemucca,1,US,1593859145,28,40.97,-117.74,57.2,4.59
368,Sobolevo,100,RU,1593859150,78,54.43,31.9,72.79,7.7
369,Arrondissement de Lisieux,90,FR,1593859151,77,49.17,0.17,66.99,14.99
370,Verkhnyaya Inta,25,RU,1593859153,42,65.98,60.31,73.63,3.31
371,Weiden,40,DE,1593859154,46,49.68,12.16,72.0,12.75
372,Kings Mountain,1,US,1593859156,88,35.25,-81.34,72.0,1.28
373,Sānchor,96,IN,1593859158,36,24.76,71.77,103.75,10.92
374,Bada,30,RU,1593859159,35,51.39,109.87,80.67,6.33
375,Koksovyy,0,RU,1593859162,32,48.2,40.6,89.76,13.04
376,Erdenet,95,MN,1593859164,65,49.03,104.08,68.63,1.92
377,Beaverlodge,90,CA,1593859089,93,55.22,-119.44,50.0,4.7
378,San Jose,0,US,1593858897,77,37.34,-121.89,59.0,0.69
379,Matara,94,LK,1593859171,75,5.95,80.54,83.57,11.16
380,Bubaque,56,GW,1593859172,84,11.28,-15.83,81.34,12.15
381,Nome,90,US,1593859087,93,64.5,-165.41,44.6,5.82
382,Lorengau,55,PG,1593859175,78,-2.02,147.27,82.42,6.76
383,Klaksvík,93,FO,1593859177,76,62.23,-6.59,50.0,13.87
384,Prince Rupert,90,CA,1593859179,93,54.32,-130.32,53.6,1.92
385,Port Hedland,0,AU,1593859099,47,-20.32,118.57,78.8,8.05
386,Aswān,0,EG,1593859182,7,24.09,32.91,108.21,11.74
387,Muskegon,75,US,1593859183,73,43.3,-86.13,73.4,8.05
388,San Cristobal,100,VE,1593859185,89,7.77,-72.22,65.91,4.59
389,Mankāchar,99,IN,1593859186,65,25.53,89.87,91.98,3.02
390,Grand-Santi,80,GF,1593859188,96,4.25,-54.38,74.08,0.27
391,Tadine,58,NC,1593859191,81,-21.55,167.88,68.97,12.37
392,Moose Factory,90,CA,1593859193,93,51.26,-80.61,51.8,3.36
393,Zelënyy Bor,40,RU,1593859194,83,53.67,91.67,69.8,6.71
394,Merrill,1,US,1593859196,100,45.18,-89.68,66.99,1.88
395,Tsumeb,0,NA,1593859197,18,-19.23,17.72,75.69,19.57
396,Faya,40,SA,1593859199,15,18.39,42.45,89.6,18.34
397,Anagni,20,IT,1593859200,66,41.74,13.15,78.01,3.87
398,Chicama,100,PE,1593859202,82,-7.84,-79.15,61.45,3.8
399,Tigil',1,RU,1593859204,84,57.8,158.67,43.32,3.24
400,Bridlington,100,GB,1593859205,82,54.08,-0.19,66.99,12.75
401,Dire Dawa,84,ET,1593859202,25,9.59,41.87,90.72,14.94
402,Praia da Vitória,75,PT,1593859208,83,38.73,-27.07,71.6,0.4
403,El Alto,88,PE,1593859210,78,-4.27,-81.21,65.05,9.37
404,Solnechnyy,57,RU,1593859211,83,50.72,136.63,65.68,3.74
405,Nemuro,75,JP,1593859077,87,43.32,145.57,59.0,11.41
406,Uvat,29,RU,1593859214,35,59.14,68.9,77.32,6.31
407,Te Anau,100,NZ,1593859099,91,-45.42,167.72,44.91,0.16
408,Tegul'det,100,RU,1593859218,84,57.31,88.17,74.77,4.76
409,Nepānagar,100,IN,1593859219,50,21.47,76.4,93.33,7.85
410,Vizinga,98,RU,1593859221,86,61.07,50.1,71.08,7.14
411,San Jorge,29,AR,1593859222,90,-31.9,-61.86,44.01,3.0
412,Plettenberg Bay,97,ZA,1593859225,52,-34.05,23.37,65.03,8.23
413,Bilma,0,NE,1593859084,7,18.69,12.92,106.2,6.85
414,Sisimiut,0,GL,1593859232,56,66.94,-53.67,51.46,9.95
415,Punta Alta,67,AR,1593859234,87,-38.88,-62.07,43.48,10.76
416,Ferkessédougou,100,CI,1593859235,79,9.6,-5.2,77.79,9.44
417,Broken Hill,66,AU,1593859237,70,-31.95,141.43,46.4,3.36
418,Paamiut,15,GL,1593859239,94,61.99,-49.67,38.26,9.22
419,Manokwari,20,ID,1593859101,69,-0.87,134.08,81.91,0.65
420,Cairns,0,AU,1593859242,64,-16.92,145.77,68.0,6.93
421,Bontang,100,ID,1593859244,83,0.13,117.5,77.85,2.04
422,Lompoc,0,US,1593859070,93,34.64,-120.46,55.4,3.36
423,Port Elizabeth,83,ZA,1593859248,37,-33.92,25.57,69.8,10.29
424,Pathein,100,MM,1593859016,90,16.78,94.73,78.87,8.79
425,Duki,0,PK,1593859252,14,30.15,68.57,104.02,18.14
426,Turaif,0,SA,1593859254,13,31.67,38.66,107.6,11.41
427,Port Blair,80,IN,1593859258,77,11.67,92.75,84.16,17.69
428,Picota,100,PE,1593859259,92,-6.92,-76.33,69.64,0.56
429,Yangi Marg`ilon,0,UZ,1593859261,18,40.43,71.72,89.6,11.41
430,Oyama,75,JP,1593859262,78,36.3,139.8,82.0,14.99
431,Jacareacanga,17,BR,1593859264,82,-6.22,-57.75,72.97,0.54
432,Conde,1,BR,1593859265,94,-7.26,-34.91,73.4,6.93
433,Sungai Penuh,80,ID,1593859100,94,-2.08,101.38,69.82,1.61
434,Ishige,100,JP,1593859268,66,36.12,139.97,82.0,14.38
435,Mamaku,99,NZ,1593859270,90,-38.1,176.08,50.0,1.01
436,Borzya,52,RU,1593859069,38,50.38,116.52,79.0,8.84
437,Coyhaique,75,CL,1593859274,100,-45.58,-72.07,26.6,2.24
438,San Quintín,0,MX,1593859277,89,30.48,-115.95,64.8,6.82
439,Brae,40,GB,1593859279,93,60.4,-1.35,51.8,4.7
440,Cranbrook,86,CA,1593859282,67,49.5,-115.77,49.14,3.22
441,Port Macquarie,1,AU,1593859283,92,-31.43,152.92,42.01,10.2
442,Belyy Yar,40,RU,1593859285,83,53.6,91.39,69.8,6.71
443,Ugoofaaru,100,MV,1593859287,72,5.67,73.0,83.88,8.16
444,Garmsār,0,IR,1593859289,12,35.22,52.34,99.37,5.46
445,Hokitika,100,NZ,1593859291,86,-42.72,170.97,53.28,13.11
446,Chernyshevskiy,75,RU,1593859066,40,63.01,112.47,62.71,8.43
447,Kiama,1,AU,1593859294,67,-34.68,150.87,53.01,15.01
448,Ossora,99,RU,1593859296,72,59.24,163.07,50.09,11.83
449,Puerto del Rosario,20,ES,1593859298,69,28.5,-13.86,75.2,23.04
450,Lavrentiya,86,RU,1593859066,82,65.58,-171.0,45.34,3.87
451,Quelimane,75,MZ,1593859301,50,-17.88,36.89,78.8,6.93
452,Øksfjord,75,NO,1593859302,87,70.24,22.35,48.99,5.82
453,Maryborough,12,AU,1593859304,48,-25.53,152.7,59.0,3.0
454,Myaundzha,100,RU,1593859305,77,63.05,147.19,47.34,5.23
455,Forsytheganj,100,BY,1593859307,77,52.63,29.73,74.26,6.55
456,Abalak,46,RU,1593859308,45,58.13,68.59,74.26,8.25
457,Terney,2,RU,1593859070,82,45.05,136.61,64.45,7.29
458,Alcúdia,55,ES,1593859312,57,39.85,3.12,82.99,12.75
459,Pundaguitan,9,PH,1593859313,67,6.37,126.17,84.49,5.79
460,Akdepe,0,TM,1593859076,16,42.06,59.38,93.2,13.87
461,Hidalgo,91,MX,1593859316,92,20.5,-99.0,56.5,0.56
462,Burnie,100,AU,1593859318,72,-41.07,145.92,51.01,5.99
463,Slantsy,100,RU,1593859319,47,59.12,28.09,70.39,12.62
464,Biak,60,ID,1593859322,84,-0.91,122.88,76.89,6.96
465,Dawson Creek,90,CA,1593859323,93,55.77,-120.24,50.0,4.7
466,Walvis Bay,0,NA,1593859327,11,-22.96,14.51,89.6,23.04
467,Marsabit,1,KE,1593859085,42,2.33,37.99,78.13,15.37
468,San Felipe,83,VE,1593859332,91,10.34,-68.74,73.09,0.36
469,Ixtapa,22,MX,1593859334,80,20.7,-105.2,75.56,2.75
470,Krasnoarmeysk,1,RU,1593859244,33,51.02,45.7,89.46,6.82
471,Vanimo,0,PG,1593859339,77,-2.67,141.3,80.74,2.93
472,Oron,85,NG,1593859340,85,4.83,8.23,80.4,9.84
473,Suihua,100,CN,1593859342,88,46.64,127.0,69.57,4.27
474,Saint-Pierre,90,RE,1593859344,64,-21.34,55.48,75.2,16.11
475,Sanmenxia,64,CN,1593859345,50,34.77,111.18,85.06,1.68
476,Kedrovyy,20,RU,1593859348,57,56.17,91.82,80.6,8.95
477,Portland,75,US,1593859349,76,45.52,-122.68,57.99,0.6
478,Beringovskiy,100,RU,1593859351,97,63.05,179.32,43.3,13.73
479,Chara,35,RU,1593859069,52,56.91,118.26,61.18,10.78
480,Khasan,100,RU,1593859356,83,42.43,130.64,64.42,7.52
481,Naze,75,JP,1593859357,100,28.37,129.48,80.6,12.75
482,Hyères,0,FR,1593859337,50,43.12,6.12,82.0,11.41
483,Sioux Lookout,40,CA,1593859092,100,50.1,-91.92,60.8,2.24
484,Iqaluit,20,CA,1593859093,76,63.75,-68.51,51.8,13.87
485,Şahbuz,75,AZ,1593859365,20,39.41,45.57,93.2,6.93
486,Gimli,59,CA,1593859367,99,50.63,-96.99,66.0,6.4
487,Dingle,100,PH,1593859369,85,11.0,122.67,78.84,0.78
488,Salekhard,23,RU,1593859370,35,66.53,66.6,75.72,8.84
489,Pemba,16,MZ,1593859216,64,-12.97,40.52,77.72,22.7
490,Itamaraju,8,BR,1593859142,89,-17.04,-39.53,71.15,2.68
491,Española,75,US,1593859377,52,35.99,-106.08,66.2,6.93
492,Bānswāda,100,IN,1593859379,88,18.38,77.88,76.26,8.3
493,Três Lagoas,2,BR,1593859381,68,-20.75,-51.68,58.46,4.56
494,Nara,75,JP,1593859245,88,34.69,135.8,77.0,4.7
495,Bonthe,100,SL,1593859384,82,7.53,-12.51,80.26,11.12
496,Ngunguru,98,NZ,1593859387,82,-35.62,174.5,53.01,1.99
497,Yanam,90,IN,1593859388,66,16.73,82.22,87.8,13.87
498,Chapais,1,CA,1593859092,76,49.78,-74.85,53.6,4.7
499,Tokur,96,RU,1593859392,58,53.13,132.9,60.87,4.34
500,Hay River,90,CA,1593859393,100,60.82,-115.8,53.6,4.7
501,Abu Samrah,0,SY,1593859395,11,35.3,37.18,104.04,3.6
502,Kushiro,75,JP,1593859392,100,42.98,144.37,57.2,2.24
503,Xam Nua,100,LA,1593859398,92,20.42,104.04,74.35,1.39
504,Igarka,97,RU,1593859400,60,67.47,86.58,69.94,12.12
505,Hambantota,40,LK,1593859401,66,6.12,81.12,89.6,20.8
506,Dondo,75,MZ,1593859404,69,-19.61,34.74,73.4,8.05
507,Mtambile,97,TZ,1593859405,77,-5.38,39.7,77.4,21.32
508,Kutum,39,SD,1593859407,22,14.2,24.67,92.66,9.71
509,Mocuba,68,MZ,1593859409,59,-16.84,36.99,74.64,6.49
510,Singaraja,8,ID,1593859268,68,-8.11,115.09,78.12,4.97
511,Rome,1,US,1593859253,82,43.21,-75.46,61.0,3.36
512,Luau,0,AO,1593859413,20,-10.71,22.22,82.36,7.27
513,Micheweni,99,TZ,1593859416,79,-4.97,39.83,76.91,17.65
514,Madiun,12,ID,1593859285,62,-7.63,111.52,77.72,5.91
515,Elmira,90,US,1593859421,100,42.09,-76.81,66.2,4.7
516,Kungurtug,82,RU,1593859422,34,50.6,97.52,75.07,8.34
517,Necochea,100,AR,1593859424,99,-38.55,-58.74,41.0,1.99
518,Beira,75,MZ,1593859425,69,-19.84,34.84,73.4,8.05
519,Najrān,40,SA,1593859427,29,17.49,44.13,98.6,6.93
520,Mount Isa,80,AU,1593859428,20,-20.73,139.5,64.4,13.87
521,Yar-Sale,25,RU,1593859430,41,66.83,70.83,73.26,8.34
522,Hvide Sande,75,DK,1593859432,100,56.0,8.13,60.01,13.87
523,Pizhanka,81,RU,1593859433,69,57.46,48.54,74.89,6.44
524,Bay Roberts,100,CA,1593859435,47,47.6,-53.26,48.0,3.0
525,Panabá,94,MX,1593859436,92,21.28,-88.27,74.1,2.71
526,Magaria,90,NE,1593859438,32,13.0,8.91,93.29,9.37
527,Salalah,90,OM,1593859439,83,17.02,54.09,84.2,13.87
528,Northam,100,GB,1593859441,98,51.03,-4.22,61.0,5.99
529,Montes Altos,0,BR,1593859442,73,-5.83,-47.07,75.83,3.2
530,Chase,86,CA,1593859445,88,50.82,-119.69,46.99,1.01
531,Piteå,75,SE,1593859446,93,65.32,21.48,50.0,6.93
532,Laguna,1,US,1593859155,63,38.42,-121.42,60.8,4.7
533,Millinocket,40,US,1593859450,87,45.66,-68.71,60.8,4.94
534,Nurota,0,UZ,1593859451,13,40.56,65.69,91.4,25.28
535,Balikpapan,59,ID,1593859404,85,-1.27,116.83,77.99,5.26
536,Natal,13,BR,1593859457,94,-5.79,-35.21,73.4,6.93
537,Urengoy,98,RU,1593859459,76,65.97,78.37,65.1,16.22
538,Ust-Kuyga,98,RU,1593859461,68,70.02,135.6,45.14,19.33
539,Clarence Town,0,AU,1593859463,62,-32.58,151.78,52.0,17.22
540,Wad Rāwah,45,SD,1593859464,25,15.16,33.14,101.46,15.82
541,Smithers,90,CA,1593859466,87,54.78,-127.17,51.8,4.7
542,Edd,86,ER,1593859467,40,13.93,41.69,96.82,19.46
543,Cervo,65,ES,1593859469,49,43.67,-7.41,72.0,3.0
544,São João da Barra,40,BR,1593859470,88,-21.64,-41.05,68.0,9.17
545,Constitución,2,CL,1593859472,81,-35.33,-72.42,47.23,2.75
546,Christchurch,73,NZ,1593859461,76,-43.53,172.63,50.0,12.75
547,Price,1,US,1593859379,47,39.6,-110.81,59.0,8.05
548,Yashkul',0,RU,1593859480,11,46.17,45.34,98.13,21.05
